@relation 'AT: CensusIncome-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Add-Ntest-Clast-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Add-Ntest-C14-weka.filters.unsupervised.attribute.Remove-R2-3,5-9,13-14-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Center_principal components'

@attribute '1    capital-gain-0.002capital-loss+0    age+0    hours-per-week+0    education-num' numeric
@attribute income {>50K,<=50K}

@data
-1077.495592,<=50K
-1077.498601,<=50K
-1077.49731,<=50K
-1077.495972,<=50K
-1077.493858,<=50K
1751.499586,<=50K
-1077.498043,<=50K
-1077.4985,<=50K
-1077.494115,<=50K
-1077.5008,<=50K
-1077.498376,<=50K
-1080.912502,>50K
-1077.493592,<=50K
-1077.496885,<=50K
-1077.493806,<=50K
-1077.49643,<=50K
-1077.495891,<=50K
-1077.497454,<=50K
-1077.498888,<=50K
-1077.490723,>50K
-1077.494484,<=50K
-1077.502766,<=50K
-1077.496321,<=50K
-1077.501172,<=50K
-1077.49348,<=50K
-1077.49358,<=50K
-1077.496449,<=50K
-1077.498458,<=50K
-1077.497513,<=50K
-1077.497066,<=50K
-1077.497454,<=50K
-1077.499594,<=50K
98921.355968,>50K
-1077.490959,>50K
-1077.4985,<=50K
13006.484147,>50K
-1077.494197,<=50K
-1077.500849,<=50K
-1077.496175,<=50K
-1077.496636,<=50K
-1077.497539,<=50K
-1077.495488,<=50K
-1077.496636,<=50K
-1077.495647,>50K
-1077.496225,<=50K
-1077.498473,<=50K
-1077.496349,<=50K
-1077.496042,<=50K
1096.499494,<=50K
-1077.496779,<=50K
-1077.498351,<=50K
-1077.49807,<=50K
-1077.499074,<=50K
-1077.495369,>50K
-1077.494444,<=50K
-1077.501258,<=50K
-1077.493813,<=50K
-1077.496178,>50K
-1077.496826,>50K
-1077.493495,<=50K
-1077.493002,>50K
-1077.493749,<=50K
-1077.495728,>50K
-1081.674276,>50K
-1077.496492,<=50K
-1077.492819,<=50K
-1077.498334,<=50K
-1077.495139,>50K
1385.499672,<=50K
-1077.494402,>50K
-1077.49289,<=50K
-1077.495468,<=50K
-1077.500017,<=50K
-1077.493766,<=50K
-1077.491383,<=50K
-1077.498146,<=50K
-1077.49897,<=50K
-1077.495627,<=50K
-1077.49807,<=50K
-1077.499543,<=50K
-1077.49586,<=50K
-1077.49391,<=50K
-1077.497167,<=50K
18973.477432,>50K
2195.503004,<=50K
-1077.494728,<=50K
-1077.496267,<=50K
-1077.494867,>50K
-1077.496062,<=50K
-1077.501137,<=50K
-1077.495201,<=50K
-1077.496329,<=50K
-1077.501739,<=50K
-1077.491615,<=50K
73.501278,<=50K
-1077.495175,>50K
-1077.496927,<=50K
-1077.49434,<=50K
3023.496428,<=50K
-1077.495139,>50K
-1077.497783,<=50K
-1077.498427,<=50K
-1077.495999,<=50K
-1077.49764,<=50K
-1077.496,<=50K
-1077.494737,<=50K
-1077.494713,<=50K
-1077.492968,>50K
-1077.502154,<=50K
13006.481064,>50K
-1077.501797,<=50K
-1077.498458,<=50K
-1077.491506,>50K
-1077.493049,<=50K
-1077.493867,<=50K
-1077.498357,<=50K
73.499447,<=50K
-1077.49403,>50K
-1077.503595,<=50K
-1077.492456,>50K
-1077.498214,<=50K
-1077.4946,<=50K
-1077.493309,>50K
-1077.495891,<=50K
-1077.492037,<=50K
-1077.495849,>50K
-1077.496837,<=50K
-1077.500657,<=50K
-1077.497869,<=50K
-1077.497209,<=50K
-1077.499128,<=50K
-1077.495703,<=50K
-1077.495337,>50K
-1077.495058,<=50K
-1077.499032,<=50K
-1081.672195,>50K
3935.49724,<=50K
-1077.496602,<=50K
-1077.495775,<=50K
-1081.545494,<=50K
-1077.494464,<=50K
13266.482787,>50K
-1080.2748,<=50K
-1077.493837,>50K
-1077.494537,>50K
-1077.492906,<=50K
-1077.502034,<=50K
-1077.493704,<=50K
-1077.496019,<=50K
-1077.495488,>50K
-1077.492777,<=50K
-1077.493498,>50K
-1077.495158,>50K
98921.358449,>50K
-1077.495508,<=50K
-1077.495015,>50K
-1077.495406,<=50K
-1077.496922,<=50K
-1077.495918,<=50K
-1077.495918,<=50K
-1077.499543,<=50K
-1077.493452,<=50K
-1077.492572,<=50K
-1077.496034,<=50K
-1077.496492,<=50K
-1077.493037,<=50K
719.505117,<=50K
-1077.498842,<=50K
2025.498744,>50K
-1077.500055,<=50K
-1077.493094,<=50K
-1077.498888,<=50K
-1077.49864,<=50K
-1077.493646,<=50K
-1080.785363,>50K
-1077.501543,<=50K
-1077.498382,<=50K
-1077.496837,<=50K
-1077.496368,>50K
-1077.495372,<=50K
6220.49379,>50K
-1077.492305,>50K
-1077.4985,<=50K
-1077.499051,<=50K
-1077.494301,>50K
-1077.498888,<=50K
-1077.497869,<=50K
-1077.491548,<=50K
-1077.49611,>50K
-1077.502799,<=50K
-1077.496984,<=50K
-1077.494945,<=50K
-1080.786286,>50K
-1077.496349,<=50K
-1077.494797,>50K
-1077.498745,<=50K
-1077.495802,<=50K
-1077.49415,>50K
-1077.495712,<=50K
-1077.500145,<=50K
4100.499661,>50K
-1077.495344,<=50K
-1077.493383,<=50K
-1077.495139,>50K
-1077.492604,<=50K
-1077.497961,<=50K
-1077.496062,<=50K
-1077.49383,<=50K
-1077.491837,<=50K
-1080.691978,>50K
-1077.493766,<=50K
-1077.495139,<=50K
-1077.495317,<=50K
-1077.495204,<=50K
-1077.495282,>50K
-1077.490544,<=50K
-1077.497066,<=50K
26750.462731,>50K
-1077.499994,<=50K
-1080.549243,<=50K
-1077.498,<=50K
-1077.501018,<=50K
-1077.496052,<=50K
-1077.491327,<=50K
-1077.495631,<=50K
-1077.497667,<=50K
-1077.495755,<=50K
-1077.49688,<=50K
-1077.500013,<=50K
-1080.787251,>50K
-1077.49517,<=50K
-1077.501223,<=50K
-1077.492393,<=50K
-1077.497756,<=50K
-1077.501269,<=50K
-1077.495418,>50K
-1077.499214,<=50K
-1077.496492,<=50K
-1077.500893,<=50K
-1077.498357,<=50K
2830.501828,<=50K
-1077.494743,>50K
-1077.494486,<=50K
-1077.491528,>50K
-1077.491137,<=50K
18973.473116,>50K
-1077.496636,<=50K
-1077.494154,<=50K
-1077.501223,<=50K
-1077.491852,<=50K
-1077.495201,<=50K
3935.497053,<=50K
-1077.495631,>50K
-1077.501552,<=50K
-1077.495589,<=50K
-1077.497781,<=50K
-1077.498028,<=50K
-1077.496465,>50K
-1077.491793,<=50K
-1077.499032,<=50K
4100.496727,>50K
-1077.49171,>50K
-1077.491815,<=50K
-1077.501792,<=50K
-1077.49774,<=50K
-1077.497802,<=50K
-1077.494704,>50K
-1077.495317,<=50K
-1077.497271,>50K
-1077.499,<=50K
-1077.497768,<=50K
-1077.494053,>50K
-1077.494479,<=50K
-1077.497578,<=50K
-1077.494995,<=50K
-1077.498357,<=50K
-1077.493553,>50K
-1077.493895,<=50K
-1077.499726,<=50K
-1077.498458,<=50K
-1077.501653,<=50K
6220.492759,>50K
13946.482842,>50K
-1077.489146,<=50K
-1077.497927,<=50K
-1077.501793,<=50K
-1077.490795,>50K
-1077.501079,<=50K
-1077.498357,<=50K
-1077.496922,<=50K
-1077.498214,<=50K
-1077.495712,<=50K
-1077.50022,<=50K
-1077.495364,<=50K
-1077.495992,<=50K
-1077.498043,<=50K
-1077.492876,<=50K
-1077.499094,<=50K
-1077.493146,<=50K
-1077.490769,>50K
-1077.496062,<=50K
-1077.493702,<=50K
-1077.498229,<=50K
-1077.500098,<=50K
13946.482636,>50K
-1080.785722,>50K
-1077.492292,<=50K
-1077.49299,<=50K
-1077.4985,<=50K
9442.48994,>50K
-1077.495732,<=50K
13946.482493,>50K
-1077.491719,<=50K
-1077.4994,<=50K
-1077.490974,<=50K
-1077.494914,>50K
-1077.49256,>50K
-1077.498869,<=50K
-1077.495891,>50K
-1077.496352,<=50K
-1077.49434,<=50K
-1080.78621,>50K
-1077.496636,<=50K
-1080.100831,<=50K
-1077.497612,<=50K
-1077.49456,>50K
-1077.502952,<=50K
-1077.492045,>50K
-1077.496779,<=50K
-1077.497209,<=50K
-1077.491094,>50K
-1077.501718,<=50K
-1077.500664,<=50K
-1077.493151,<=50K
-1077.497267,<=50K
6220.494748,>50K
-1077.496121,<=50K
2247.499183,<=50K
-1077.49764,<=50K
-1077.497353,<=50K
-1077.499181,<=50K
-1077.495463,<=50K
-1077.495918,>50K
-1077.49828,<=50K
-1077.493216,<=50K
-1077.498873,<=50K
-1077.496997,<=50K
-1077.498745,<=50K
-1077.497698,>50K
-1077.498295,<=50K
-1077.492273,<=50K
-1077.498616,<=50K
-1077.495546,<=50K
13266.48276,>50K
-1077.496558,<=50K
-1077.49713,>50K
-1077.500529,<=50K
-1077.497228,<=50K
-1077.49688,<=50K
-1077.498214,<=50K
-1077.496752,<=50K
6610.49271,>50K
-1077.494537,<=50K
-1077.499443,<=50K
-1077.500137,<=50K
-1077.498787,<=50K
-1077.500342,<=50K
-1077.494643,>50K
-1077.50151,<=50K
-1077.495803,<=50K
-1077.497167,<=50K
-1077.499506,<=50K
-1077.502677,<=50K
-1077.498043,<=50K
-1077.498326,<=50K
-1077.498186,<=50K
-1077.501223,<=50K
-1077.49807,<=50K
-1077.498815,<=50K
-1077.495747,>50K
-1077.499218,<=50K
-1077.498186,<=50K
-1080.505742,<=50K
-1077.49948,<=50K
-1077.493165,<=50K
-1077.496306,>50K
-1077.495038,>50K
-1077.496922,<=50K
-1077.494069,<=50K
-1077.497124,>50K
-1077.500757,<=50K
6220.493759,>50K
-1077.496304,<=50K
-1077.494103,<=50K
-1077.496616,<=50K
-1077.494317,<=50K
-1077.497066,<=50K
-1077.492189,<=50K
-1077.496178,<=50K
-1077.498214,<=50K
-1077.497322,<=50K
-1077.497927,<=50K
-1077.492723,>50K
-1077.498186,<=50K
-1077.498415,<=50K
-1077.494871,<=50K
-1077.493007,>50K
-1077.501266,<=50K
-1077.496837,<=50K
4100.494938,>50K
-1077.495425,<=50K
-1077.496764,<=50K
-1077.498357,<=50K
-1077.493364,<=50K
-1077.497219,<=50K
-1077.495241,<=50K
-1077.499299,<=50K
-1077.494906,<=50K
-1077.493971,<=50K
-1077.499237,<=50K
-1077.494298,<=50K
-1077.492968,<=50K
-1077.500555,<=50K
-1077.49764,<=50K
-1077.491679,<=50K
-1077.497659,<=50K
-1077.48886,>50K
-1077.494713,<=50K
-1077.494313,>50K
-1077.499489,<=50K
-1077.498299,<=50K
-1077.499074,<=50K
-1077.495631,<=50K
13006.48797,>50K
5771.493622,<=50K
-1077.499389,<=50K
-1077.497713,<=50K
-1077.493498,<=50K
-1077.495317,>50K
-1077.49973,<=50K
-1077.497209,<=50K
-1077.494914,>50K
-1077.493762,<=50K
-1077.495182,<=50K
-1077.492797,>50K
-1077.495963,<=50K
-1080.351874,<=50K
-1077.498055,<=50K
-1080.066854,>50K
-1077.500754,<=50K
-1077.502558,<=50K
-1077.494484,<=50K
-1080.507178,<=50K
-1077.493707,<=50K
13946.479763,>50K
-1077.495752,<=50K
-1077.499586,<=50K
-1077.495015,<=50K
1096.500785,<=50K
-1077.502678,<=50K
-1077.496605,<=50K
-1077.496135,>50K
-1077.500924,<=50K
-1077.498619,<=50K
-1077.494337,<=50K
-1077.492799,>50K
-1077.499784,<=50K
-1077.492242,<=50K
-1077.497888,<=50K
-1077.491199,>50K
-1081.18066,<=50K
-1077.496868,<=50K
-1077.501223,<=50K
-1077.491993,>50K
-1077.48997,<=50K
6220.492522,>50K
-1077.498129,<=50K
-1077.496263,>50K
-1077.498174,<=50K
-1077.491769,<=50K
-1077.495344,<=50K
-1077.495507,<=50K
-1077.493848,<=50K
-1077.49408,<=50K
-1077.497353,<=50K
-1077.491568,>50K
-1077.494258,<=50K
-1077.500521,<=50K
-1081.665979,>50K
-1077.495536,<=50K
-1077.494545,<=50K
-1077.500664,<=50K
-1077.495631,<=50K
-1077.497375,<=50K
98921.356623,>50K
-1077.496262,<=50K
-1077.497353,<=50K
-1077.495724,<=50K
26750.464576,>50K
-1077.493553,>50K
-1077.501747,<=50K
-1077.49503,>50K
-1077.497679,<=50K
-1077.499167,<=50K
-1077.494293,<=50K
-1077.495344,<=50K
-1077.500045,<=50K
-1077.501781,<=50K
-1077.490022,<=50K
6610.493858,>50K
-1077.495775,<=50K
6220.494655,>50K
-1077.495522,>50K
-1077.495488,<=50K
-1077.49349,>50K
-1077.49387,<=50K
-1077.496158,>50K
-1077.494197,<=50K
-1077.494949,<=50K
-1077.492903,<=50K
-1077.493135,<=50K
3935.500104,<=50K
-1077.500854,<=50K
-1077.4985,<=50K
-1077.494871,>50K
-1077.496875,<=50K
-1077.491615,<=50K
-1077.499313,<=50K
-1077.494894,<=50K
-1077.500439,<=50K
-1077.492018,<=50K
-1077.501184,<=50K
-1080.69164,>50K
-1077.495907,<=50K
-1077.494627,<=50K
-1077.493638,<=50K
-1077.501079,<=50K
-1077.498027,<=50K
-1077.497209,<=50K
9442.48873,>50K
-1077.497927,<=50K
6220.492914,>50K
-1077.492882,<=50K
-1077.497966,>50K
-1077.49358,>50K
-1077.498698,<=50K
-1077.499083,<=50K
-1077.499501,<=50K
2386.49682,<=50K
-1077.496162,<=50K
-1077.497713,<=50K
-1077.495918,<=50K
-1077.496527,<=50K
-1077.498412,<=50K
-1077.498043,<=50K
-1077.497512,>50K
-1077.497333,<=50K
-1077.486434,<=50K
-1077.49764,<=50K
-1077.491513,>50K
-1077.50202,<=50K
-1077.499074,<=50K
-1077.498845,<=50K
-1077.492433,>50K
-1077.498881,<=50K
-1077.494968,>50K
-1077.495631,<=50K
-1077.493556,>50K
-1077.49831,<=50K
3338.496237,<=50K
-1077.497209,>50K
-1077.49548,>50K
-1077.497023,<=50K
-1077.492982,>50K
-1077.497927,<=50K
-1077.495918,<=50K
-1077.492222,>50K
-1077.49334,<=50K
-1077.501648,<=50K
-1077.4927,<=50K
-1077.495891,>50K
-1077.498787,<=50K
-1077.498718,<=50K
-1077.497325,>50K
-1077.496655,<=50K
-1077.499037,<=50K
-1077.496492,>50K
-1077.496089,<=50K
-1077.494127,<=50K
-1077.49358,<=50K
-1077.493823,<=50K
-1077.49348,>50K
-1077.495639,<=50K
-1077.495406,<=50K
-1077.499462,<=50K
-1077.49807,<=50K
-1077.492579,<=50K
-1077.498027,<=50K
-1077.494456,<=50K
-1077.497333,>50K
-1077.496422,<=50K
-1077.495923,>50K
-1077.492041,>50K
-1077.499447,<=50K
5645.496453,<=50K
-1077.499074,<=50K
-1077.497853,<=50K
-1077.500897,<=50K
-1077.497454,<=50K
-1077.494359,<=50K
-1077.493786,>50K
-1077.498198,<=50K
-1077.498052,<=50K
-1077.497372,<=50K
-1077.494321,>50K
-1077.495297,<=50K
6220.49576,>50K
-1077.495918,>50K
-1077.496306,<=50K
2386.49592,<=50K
-1077.493788,<=50K
-1077.492906,<=50K
-1077.492424,<=50K
-1077.498152,<=50K
-1077.497209,<=50K
-1077.4985,<=50K
-1077.493073,<=50K
-1077.492409,<=50K
931.504978,<=50K
-1077.497469,>50K
-1077.495014,>50K
-1077.498196,<=50K
-1077.490796,>50K
-1080.955918,<=50K
-1077.495519,<=50K
-1077.502068,<=50K
-1077.493449,<=50K
-1077.497396,<=50K
-1077.497997,<=50K
-1077.496475,<=50K
9527.491613,>50K
13006.482771,>50K
-1077.493049,<=50K
-1077.494064,>50K
-1077.494839,<=50K
-1077.496205,<=50K
-1077.498153,<=50K
-1077.495015,<=50K
-1077.492025,>50K
-1077.494875,<=50K
-1077.49724,<=50K
13006.484438,>50K
-1077.494484,>50K
-1077.492987,>50K
-1077.496709,>50K
-1077.500199,<=50K
2025.498085,>50K
-1077.49731,<=50K
-1077.50104,<=50K
-1077.495069,<=50K
-1077.495755,<=50K
-1077.500664,<=50K
-1080.740512,<=50K
-1077.497454,<=50K
-1077.49833,<=50K
13946.480979,>50K
-1077.502859,<=50K
-1077.497042,<=50K
-1080.291402,<=50K
-1077.496611,<=50K
1098.49519,<=50K
-1085.029407,<=50K
-1077.491548,>50K
-1077.497167,<=50K
-1077.497455,<=50K
-1077.496465,>50K
-1077.496034,>50K
2333.497331,<=50K
-1077.492673,<=50K
-1077.495976,<=50K
-1077.495205,<=50K
-1077.496608,<=50K
-1077.490831,<=50K
-1077.497124,<=50K
-1077.497418,<=50K
-1077.494154,<=50K
-1077.498214,<=50K
-1077.5008,<=50K
-1077.491555,>50K
-1077.494127,>50K
-1077.495775,<=50K
-1077.495697,<=50K
-1077.497884,<=50K
-1077.496492,<=50K
6610.492087,>50K
-1077.49807,<=50K
-1080.785687,>50K
-1077.495196,<=50K
-1077.495501,<=50K
-1077.497756,<=50K
-1077.502724,<=50K
-1077.497753,<=50K
-1077.495358,>50K
-1077.497182,<=50K
-1077.500994,<=50K
-1077.496682,<=50K
-1077.49348,>50K
-1077.501547,<=50K
-1077.495317,>50K
-1078.577371,<=50K
-1080.061937,>50K
-1077.494555,>50K
-1077.496,<=50K
-1077.499586,<=50K
-1077.496779,<=50K
-1077.494499,<=50K
-1077.495339,<=50K
-1077.494829,>50K
-1077.496543,<=50K
-1077.495813,<=50K
-1077.502128,<=50K
-1077.494914,<=50K
-1077.493133,<=50K
-1077.494088,<=50K
1124.502095,<=50K
-1077.495976,<=50K
-1077.494584,<=50K
-1077.495124,<=50K
-1077.500385,<=50K
6610.495614,>50K
-1077.49769,>50K
-1077.496034,>50K
-1077.498601,<=50K
6610.494335,>50K
-1079.933221,<=50K
-1077.495712,<=50K
13006.484945,>50K
-1077.49591,>50K
-1077.494713,<=50K
-1077.495589,<=50K
-1077.497554,<=50K
-1077.493724,<=50K
98921.351458,>50K
-1077.497046,<=50K
-1077.495116,<=50K
13946.480747,>50K
-1077.494701,<=50K
-1077.493216,<=50K
-1079.933676,<=50K
-1080.505824,<=50K
-1077.493921,>50K
-1077.495742,>50K
-1077.497434,<=50K
-1080.785968,>50K
-1077.496073,>50K
-1077.499836,<=50K
-1077.500075,<=50K
-1077.492834,<=50K
-1077.502309,<=50K
-1077.49426,<=50K
-1077.500461,<=50K
-1077.494026,<=50K
-1077.492304,>50K
-1077.497066,<=50K
-1077.492863,<=50K
-1077.499668,<=50K
-1077.499532,<=50K
-1077.497372,<=50K
-1077.496636,<=50K
-1077.497993,<=50K
-1077.49187,>50K
-1077.496178,>50K
1268.504971,<=50K
-1077.49807,<=50K
-1077.495607,<=50K
-1077.492697,<=50K
13946.484066,>50K
-1077.496616,<=50K
-1077.495215,>50K
-1080.065182,>50K
-1077.49774,<=50K
-1077.496178,>50K
-1077.495018,>50K
-1080.476644,<=50K
-1077.499579,<=50K
-1077.495913,<=50K
-1077.494751,>50K
-1077.497985,<=50K
-1077.492882,<=50K
-1077.497597,>50K
-1077.498171,<=50K
-1077.49764,>50K
-1077.493754,<=50K
-1077.497182,<=50K
-1077.494697,<=50K
-1077.502452,<=50K
-1077.499086,<=50K
-1077.496608,>50K
-1077.495005,>50K
-1077.49279,<=50K
-1077.494315,<=50K
-1077.498314,<=50K
-1077.496711,<=50K
12472.482731,>50K
-1077.496182,<=50K
-1077.497783,<=50K
-1077.497856,<=50K
-1077.494847,<=50K
-1077.495314,<=50K
-1077.493146,>50K
-1077.497035,<=50K
-1077.502068,<=50K
-1077.494827,>50K
-1077.49623,<=50K
-1077.496779,<=50K
-1077.49398,<=50K
-1077.498458,<=50K
-1077.497986,<=50K
-1077.490467,>50K
-1077.497612,<=50K
-1077.496617,<=50K
-1077.491812,<=50K
-1077.498473,<=50K
-1077.501912,<=50K
-1077.49683,<=50K
-1077.497124,<=50K
1336.503937,<=50K
-1077.496,<=50K
-1077.49265,<=50K
-1077.496752,<=50K
-1077.495546,<=50K
6220.494066,>50K
-1077.493858,<=50K
-1077.495097,<=50K
-1077.49622,>50K
-1077.496492,<=50K
-1077.495569,<=50K
-1077.493153,>50K
-1077.499431,<=50K
-1077.498866,<=50K
-1077.49731,>50K
-1077.501653,<=50K
-1077.494708,<=50K
-1077.497038,<=50K
-1077.495015,>50K
-1077.497167,<=50K
-1077.495557,<=50K
-1077.492614,>50K
-1077.49712,<=50K
-1077.497505,<=50K
-1077.499412,<=50K
-1077.498915,<=50K
-1077.49711,<=50K
-1077.492587,>50K
-1077.502165,<=50K
-1077.48996,<=50K
-1077.491029,<=50K
-1077.492518,>50K
-1077.494076,<=50K
-1077.496779,<=50K
-1077.498586,<=50K
-1077.497966,<=50K
-1077.4994,<=50K
-1077.494025,>50K
13946.481492,>50K
-1077.494612,>50K
-1077.502973,<=50K
-1077.496118,<=50K
-1077.494644,<=50K
-1077.496651,<=50K
-1077.492805,<=50K
-1077.491738,>50K
-1077.498458,<=50K
-1077.492816,>50K
-1077.497763,<=50K
-1077.495541,>50K
-1077.495297,<=50K
-1077.494157,>50K
-1077.496092,<=50K
-1077.495708,<=50K
-1077.495937,<=50K
-1077.498931,<=50K
-1077.499074,<=50K
-1077.495058,>50K
-1077.493422,<=50K
-1077.496349,<=50K
-1077.495325,<=50K
-1077.498183,<=50K
-1077.498272,<=50K
-1077.497434,<=50K
-1077.498732,<=50K
-1077.494919,<=50K
6220.492297,>50K
-1077.499749,<=50K
-1077.492599,<=50K
-1077.497896,<=50K
-1077.496514,<=50K
-1077.492945,<=50K
-1077.494359,<=50K
-1077.49833,<=50K
-1077.493758,<=50K
-1077.490294,<=50K
-1080.245405,<=50K
-1080.383869,<=50K
-1077.497612,<=50K
-1080.754881,>50K
2025.501711,>50K
-1077.495461,>50K
-1077.49712,>50K
-1077.50132,<=50K
-1077.495994,<=50K
-1077.496736,<=50K
6610.494628,>50K
-1077.496922,<=50K
-1077.494719,>50K
-1077.494832,<=50K
-1077.49475,>50K
-1077.494255,<=50K
-1077.494029,<=50K
-1077.49655,>50K
-1077.495752,<=50K
13946.481407,>50K
-1077.496034,<=50K
-1077.491172,<=50K
-1077.497899,<=50K
-1077.501552,<=50K
-1077.498888,<=50K
-1077.494636,<=50K
-1077.496759,<=50K
-1077.49897,<=50K
-1077.494743,>50K
-1077.485172,<=50K
-1077.494914,<=50K
-1077.494169,>50K
-1077.497518,<=50K
-1077.493736,<=50K
-1077.495235,<=50K
-1077.497597,<=50K
-1077.493985,<=50K
-1077.501653,<=50K
-1077.496578,<=50K
-1077.498586,<=50K
-1077.494731,<=50K
-1077.495454,<=50K
-1077.500886,<=50K
-1077.497209,<=50K
-1077.494204,<=50K
-1077.496736,>50K
-1077.499687,<=50K
-1077.49439,>50K
13946.484901,>50K
-1081.540007,<=50K
-1077.492409,>50K
-1077.502177,<=50K
-1077.49764,<=50K
-1077.498869,<=50K
-1077.496321,<=50K
-1077.497496,<=50K
-1077.497783,<=50K
5419.495652,<=50K
-1077.497822,<=50K
-1077.497008,<=50K
-1077.497447,<=50K
-1077.498888,<=50K
-1077.497713,<=50K
-1077.496636,<=50K
-1077.496736,<=50K
-1077.497148,<=50K
-1077.495899,<=50K
-1077.499617,<=50K
-1077.493292,<=50K
-1077.494584,>50K
-1077.499811,<=50K
-1077.497558,<=50K
-1077.497818,<=50K
-1077.498401,<=50K
-1077.498621,<=50K
-1077.495833,<=50K
-1077.492393,<=50K
-1077.502821,<=50K
-1077.498233,<=50K
-1077.499734,<=50K
-1077.494441,<=50K
-1077.498243,>50K
-1077.502128,<=50K
-1077.495399,>50K
13266.482042,>50K
-1077.49339,<=50K
-1077.499784,<=50K
6610.493311,>50K
-1080.915411,>50K
-1077.499979,<=50K
13946.482594,>50K
-1077.497182,<=50K
-1077.497454,<=50K
-1077.494602,<=50K
-1077.498931,<=50K
-1077.496407,>50K
-1077.492305,<=50K
3572.497057,<=50K
6220.49696,>50K
-1077.498582,<=50K
-1077.490113,>50K
-1077.494852,<=50K
-1077.494867,>50K
-1077.494685,<=50K
-1077.498787,<=50K
-1077.499175,<=50K
-1077.498043,<=50K
-1077.496721,<=50K
-1077.492374,>50K
-1077.50244,<=50K
-1077.49833,<=50K
-1077.495869,<=50K
-1077.492021,<=50K
98921.355618,>50K
2025.499628,>50K
-1077.492166,<=50K
3935.498426,<=50K
-1077.494034,>50K
-1077.49479,>50K
-1077.494697,<=50K
3572.496689,<=50K
-1077.495418,>50K
-1077.494282,<=50K
-1077.497554,<=50K
-1077.495876,<=50K
-1077.495488,<=50K
-1080.922583,<=50K
-1077.497927,<=50K
-1077.495425,<=50K
-1077.494418,<=50K
13266.484175,>50K
-1077.49624,<=50K
-1077.496608,>50K
-1077.497572,<=50K
6220.497501,>50K
-1077.493979,<=50K
-1077.497012,<=50K
-1077.495473,<=50K
6220.493319,>50K
-1077.500926,<=50K
-1077.494441,>50K
-1077.496031,<=50K
-1077.497042,<=50K
-1077.497807,<=50K
-1077.494026,<=50K
12472.483581,>50K
6610.493055,>50K
-1077.498214,<=50K
-1077.495058,<=50K
-1077.496588,<=50K
-1077.497496,<=50K
-1077.494914,<=50K
-1077.498601,<=50K
-1077.498477,<=50K
-1077.496111,>50K
-1077.497353,<=50K
-1077.49821,>50K
-1077.497985,<=50K
-1077.496922,<=50K
-1077.494456,>50K
-1077.497496,<=50K
-1077.502068,<=50K
-1077.496565,<=50K
-1077.497597,<=50K
2986.496039,<=50K
-1077.497038,<=50K
-1077.496752,>50K
-1077.497209,<=50K
-1077.495015,<=50K
-1077.496019,<=50K
-1077.497985,<=50K
-1077.497496,<=50K
-1077.494053,<=50K
-1077.49206,>50K
-1077.496178,>50K
-1077.495845,<=50K
-1077.500792,<=50K
-1077.496205,<=50K
-1077.495589,>50K
-1077.495844,<=50K
-1077.496,<=50K
-1077.498186,<=50K
-1077.497338,<=50K
-1077.498826,<=50K
-1077.493879,<=50K
-1080.920195,>50K
-1077.496341,<=50K
-1077.49579,<=50K
-1077.500234,<=50K
-1077.491483,<=50K
-1077.495226,<=50K
-1077.497271,<=50K
-1077.492878,<=50K
-1077.490565,<=50K
-1077.500051,<=50K
-1077.498888,<=50K
-1077.49698,<=50K
-1077.496349,<=50K
-1077.499319,<=50K
-1077.495193,>50K
-1077.493622,>50K
-1077.493513,>50K
-1077.500342,<=50K
-1077.492328,<=50K
-1077.49548,>50K
-1077.502044,<=50K
3430.49452,<=50K
-1077.501184,<=50K
-1077.494624,<=50K
-1077.495383,<=50K
-1077.49494,<=50K
-1077.497338,<=50K
-1077.495589,>50K
-1077.497624,<=50K
1751.500749,<=50K
-1077.496263,<=50K
-1077.497927,<=50K
-1077.494863,>50K
-1077.497985,<=50K
-1077.501366,<=50K
-1077.499074,<=50K
-1077.500199,<=50K
-1077.498043,<=50K
-1077.49643,<=50K
-1077.496288,>50K
-1077.49833,<=50K
-1077.496875,<=50K
-1077.4985,<=50K
-1077.500808,<=50K
-1077.502408,<=50K
-1077.498357,<=50K
-1077.494612,<=50K
-1077.497244,<=50K
-1077.491381,<=50K
-1077.49751,<=50K
-1077.495344,<=50K
-1079.019092,<=50K
-1077.495874,<=50K
-1077.49178,>50K
-1077.495689,<=50K
-1077.493738,<=50K
-1077.496019,<=50K
-1077.494154,>50K
-1077.492743,>50K
-1077.497981,<=50K
-1077.492681,>50K
-1077.493809,<=50K
-1077.4985,<=50K
-1077.500889,<=50K
-1077.498931,<=50K
-1077.501223,<=50K
-1077.492468,<=50K
-1080.9155,>50K
-1077.495445,<=50K
-1077.496104,<=50K
-1077.4968,>50K
-1077.494894,<=50K
6610.493613,>50K
-1077.49479,<=50K
-1077.498491,<=50K
-1077.494627,<=50K
-1077.496034,>50K
-1077.495918,<=50K
-1077.493739,>50K
-1077.495151,<=50K
-1077.492672,<=50K
-1081.671493,>50K
-1077.498787,<=50K
-1077.497496,<=50K
-1077.495117,<=50K
