@relation 'CensusIncome_AT: CensusIncome-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Add-Ntest-Clast-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Add-Ntest-C14-weka.filters.unsupervised.attribute.Remove-R2-3,5-9,13-14-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Center_principal components-weka.filters.unsupervised.attribute.Remove-R2'

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income {>50K,<=50K}
@attribute '1    capital-gain-0.002capital-loss+0    age+0    hours-per-week+0    education-num' numeric

@data
20,Private,195411,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,-1077.501552
20,Private,216889,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.498888
70,?,336007,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K,-1077.494636
26,Private,167350,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K,-1077.496759
24,Private,241857,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K,-1077.49897
48,Private,125892,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,-1077.494743
62,Private,272209,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,99,United-States,<=50K,-1077.485172
48,Private,175221,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.494914
52,Private,180195,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,-1077.494169
25,Private,38090,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K,-1077.497518
58,Private,310085,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.493736
40,Federal-gov,118686,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,-1077.495235
29,?,112963,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K,-1077.497597
45,Self-emp-inc,120131,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,?,<=50K,-1077.493985
19,Private,43937,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K,-1077.501653
37,Private,210438,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,-1077.496578
23,Private,176724,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,-1077.498586
31,Self-emp-not-inc,113364,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,-1077.494731
64,Self-emp-not-inc,73986,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,-1077.495454
28,Local-gov,197932,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K,-1077.500886
32,Private,193285,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.497209
49,Local-gov,223342,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K,-1077.494204
35,Private,49749,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K,-1077.496736
19,?,211553,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K,-1077.499687
45,Private,201865,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,-1077.49439
39,Private,322143,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,70,United-States,>50K,13946.484901
55,Private,158702,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,2339,45,?,<=50K,-1081.540007
46,Self-emp-not-inc,275625,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,60,South,>50K,-1077.492409
19,Private,206599,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K,-1077.502177
29,Private,89813,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Scotland,<=50K,-1077.49764
25,State-gov,156848,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,35,United-States,<=50K,-1077.498869
37,Private,162494,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.496321
30,Private,205407,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,-1077.497496
28,Private,375313,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,-1077.497783
36,Federal-gov,930948,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,6497,0,56,United-States,<=50K,5419.495652
32,Private,127895,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K,-1077.497822
34,Private,248754,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.497008
34,Private,188096,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K,-1077.497447
20,Private,216811,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,-1077.498888
27,Self-emp-inc,113870,Masters,14,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.497713
36,Federal-gov,343052,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,-1077.496636
35,Private,280966,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496736
37,Private,42044,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K,-1077.497148
32,Private,309513,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,-1077.495899
32,Private,163604,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,-1077.499617
52,Private,224198,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,48,United-States,<=50K,-1077.493292
50,Private,338283,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,-1077.494584
23,Private,242375,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,-1077.499811
25,Private,81286,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,-1077.497558
21,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,<=50K,-1077.497818
31,Private,217803,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K,-1077.498401
31,Self-emp-not-inc,323020,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K,-1077.498621
41,Private,34278,Assoc-voc,11,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.495833
47,Private,184579,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K,-1077.492393
20,?,210781,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K,-1077.502821
20,Private,142673,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,-1077.498233
29,Private,131714,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,25,United-States,<=50K,-1077.499734
51,Local-gov,74784,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.494441
30,Local-gov,181372,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,33,United-States,>50K,-1077.498243
23,?,62507,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,12,United-States,<=50K,-1077.502128
48,Private,155664,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K,-1077.495399
39,Private,174924,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,14344,0,40,United-States,>50K,13266.482042
62,Private,113440,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K,-1077.49339
22,Private,147227,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K,-1077.499784
46,Federal-gov,207022,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K,6610.493311
51,Local-gov,123011,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K,-1080.915411
20,Private,184678,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K,-1077.499979
40,Self-emp-inc,182437,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K,13946.482594
31,Private,98639,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.497182
30,Private,174201,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.497454
52,Private,123780,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,<=50K,-1077.494602
20,Private,374116,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K,-1077.498931
37,Local-gov,212005,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,-1077.496407
65,Private,123965,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.492305
40,Private,242619,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,<=50K,3572.497057
60,Local-gov,138502,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,48,United-States,>50K,6220.49696
27,Private,113635,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Ireland,<=50K,-1077.498582
62,Private,664366,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,-1077.490113
53,Private,218311,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,-1077.494852
38,Private,278557,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,-1077.494867
49,Private,314773,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,-1077.494685
21,Private,194861,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.498787
18,Private,400616,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.499175
25,Private,208117,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K,-1077.498043
36,Private,184498,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496721
52,Private,117674,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,-1077.492374
19,Private,162621,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,14,United-States,<=50K,-1077.50244
23,Private,368739,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.49833
63,Self-emp-not-inc,196994,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K,-1077.495869
63,Self-emp-not-inc,420629,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K,-1077.492021
62,Self-emp-inc,245491,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,99999,0,40,United-States,>50K,98921.355618
51,Self-emp-not-inc,276456,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,30,United-States,>50K,2025.499628
76,Local-gov,169133,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,-1077.492166
50,Private,99307,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,45,United-States,<=50K,3935.498426
45,Self-emp-inc,120131,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,-1077.494034
44,Self-emp-inc,456236,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,45,United-States,>50K,-1077.49479
51,Private,107123,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,-1077.494697
42,Local-gov,125461,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,4650,0,35,United-States,<=50K,3572.496689
43,Local-gov,36924,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,-1077.495418
53,Private,167065,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.494282
29,Private,53642,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497554
41,Private,154668,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,-1077.495876
44,Federal-gov,102238,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,-1077.495488
35,Private,54595,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,1980,40,United-States,<=50K,-1080.922583
27,Private,152951,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497927
35,Private,257042,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,-1077.495425
60,Private,74243,Assoc-voc,11,Widowed,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K,-1077.494418
49,Private,149049,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,14344,0,45,United-States,>50K,13266.484175
33,Private,117186,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,-1077.49624
35,Private,178322,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,-1077.496608
31,State-gov,286911,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K,-1077.497572
54,Private,203635,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,60,United-States,>50K,6220.497501
57,Self-emp-not-inc,177271,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,-1077.493979
30,Private,149427,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K,-1077.497012
45,Private,101656,10th,6,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K,-1077.495473
41,Private,274363,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,42,United-States,>50K,6220.493319
25,Private,241025,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,18,United-States,<=50K,-1077.500926
51,Self-emp-inc,338836,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,-1077.494441
42,Private,210534,5th-6th,3,Separated,Adm-clerical,Other-relative,White,Male,0,0,40,El-Salvador,<=50K,-1077.496031
28,Private,95725,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K,-1077.497042
47,?,178013,10th,6,Married-civ-spouse,?,Wife,White,Female,0,0,20,Cuba,<=50K,-1077.497807
53,Federal-gov,167410,Bachelors,13,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,-1077.494026
31,Private,158162,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,13550,0,50,United-States,>50K,12472.483581
46,Private,241935,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,7688,0,40,United-States,>50K,6610.493055
25,Federal-gov,406955,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,-1077.498214
47,Private,341762,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.495058
26,Private,239303,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,<=50K,-1077.496588
30,Private,38848,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497496
48,Private,54744,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.494914
22,Private,332194,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,-1077.498601
32,Self-emp-not-inc,154950,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,-1077.498477
33,Self-emp-not-inc,196342,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,-1077.496111
31,Private,201292,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497353
43,Private,339767,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,England,>50K,-1077.49821
26,Private,250066,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.497985
34,Private,318886,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K,-1077.496922
50,Local-gov,124076,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,-1077.494456
30,State-gov,242122,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,-1077.497496
17,Private,34019,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,-1077.502068
35,Local-gov,230754,Masters,14,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K,-1077.496565
29,Private,213842,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497597
27,Federal-gov,196386,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,40,El-Salvador,<=50K,2986.496039
32,Self-emp-not-inc,62165,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?,<=50K,-1077.497038
34,Private,134737,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,>50K,-1077.496752
32,Private,515629,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.497209
47,Federal-gov,119199,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.495015
40,Private,90222,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.496019
26,Private,28443,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.497985
30,Private,159442,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Ireland,<=50K,-1077.497496
54,Private,315804,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.494053
53,Private,135840,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,-1077.49206
38,Private,81232,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,>50K,-1077.496178
43,Private,118001,7th-8th,4,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K,-1077.495845
25,Private,207875,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K,-1077.500792
39,Private,164898,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496205
57,Local-gov,170066,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,>50K,-1077.495589
47,Private,111994,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,United-States,<=50K,-1077.495844
45,Private,166636,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,0,0,35,United-States,<=50K,-1077.496
24,State-gov,61737,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.498186
32,Self-emp-not-inc,241885,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.497338
25,Private,234190,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K,-1077.498826
57,Private,230899,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.493879
28,Private,114158,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States,>50K,-1080.920195
28,Private,222442,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,Cuba,<=50K,-1077.496341
27,Private,157612,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K,-1077.49579
28,Private,199903,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K,-1077.500234
74,?,292627,1st-4th,2,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K,-1077.491483
44,Self-emp-not-inc,156687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,42,Japan,<=50K,-1077.495226
27,Private,369522,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,<=50K,-1077.497271
61,Private,226297,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,-1077.492878
25,Private,356017,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,99,United-States,<=50K,-1077.490565
28,Private,189257,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,24,United-States,<=50K,-1077.500051
20,Private,157541,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.498888
33,Private,69251,Assoc-voc,11,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,-1077.49698
38,State-gov,272944,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.496349
31,Private,113667,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K,-1077.499319
40,Private,222011,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K,-1077.495193
43,Private,191196,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,-1077.493622
38,Private,169104,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,-1077.493513
19,Private,146679,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,30,United-States,<=50K,-1077.500342
56,Private,226985,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K,-1077.492328
38,Private,153066,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K,-1077.49548
30,?,159303,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,4,United-States,<=50K,-1077.502044
22,Private,200109,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,4508,0,40,United-States,<=50K,3430.49452
18,State-gov,109445,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,-1077.501184
68,Private,99491,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,-1077.494624
35,Private,172571,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,-1077.495383
42,Private,143582,7th-8th,4,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,48,?,<=50K,-1077.49494
32,Private,207113,10th,6,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,-1077.497338
43,Federal-gov,192712,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,-1077.495589
30,Private,154297,10th,6,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,-1077.497624
62,Private,238913,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,2829,0,24,United-States,<=50K,1751.500749
38,Private,110402,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496263
27,Private,207213,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.497927
28,Private,606111,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Germany,>50K,-1077.494863
26,Private,34112,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.497985
21,Private,119156,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K,-1077.501366
19,Private,249787,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K,-1077.499074
20,Private,153516,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K,-1077.500199
25,State-gov,260754,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K,-1077.498043
28,Self-emp-not-inc,155621,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Columbia,<=50K,-1077.49643
36,Private,33983,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,>50K,-1077.496288
23,Private,306601,Bachelors,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K,-1077.49833
